Generator,Category
2_1_Southwestern,Combustion turbine (Natural Gas)
2_1_Spring_Creek_Energy_Center,Combustion turbine (Natural Gas)
2_1_State_Line_Combined_Cycle,Combustion turbine (Natural Gas)
2_1_Sumpter,Combustion turbine (Natural Gas)
2_1_Suwannee_River,Combustion turbine (Natural Gas)
2_1_T_J_Labbe_Electric_Generating,Combustion turbine (Natural Gas)
2_1_Teche,Combustion turbine (Natural Gas)
2_1_Vandolah_Power_Station,Combustion turbine (Natural Gas)
2_1_Vero_Beach_Municipal_Power_Plant,Combustion turbine (Natural Gas)
2_1_Weleetka,Combustion turbine (Natural Gas)
2_1_West_Point__PA_,Combustion turbine (Natural Gas)
2_1_WFEC_GenCo_LLC,Combustion turbine (Natural Gas)
2_1_Williams,Combustion turbine (Natural Gas)
2_1_Worthington_Generation_LLC,Combustion turbine (Natural Gas)
2_1_York_Energy_Centre,Combustion turbine (Natural Gas)
2_10_NA,Combustion turbine (Natural Gas)
2_11_NA,Combustion turbine (Natural Gas)
2_12_NA,Combustion turbine (Natural Gas)
2_13_NA,Combustion turbine (Natural Gas)
2_14_NA,Combustion turbine (Natural Gas)
2_1C_NA,Combustion turbine (Natural Gas)
2_2_Allen_Steam_Plant,Combustion turbine (Natural Gas)
2_2_John_Twitty_Energy_Center,Combustion turbine (Natural Gas)
2_2_Midulla_Generating_Station,Combustion turbine (Natural Gas)
2_2_NRG_Sterlington_Power,Combustion turbine (Natural Gas)
2_2_PSEG_Burlington_Generating_Station,Combustion turbine (Natural Gas)
2_2_PSEG_Kearny_Generating_Station,Combustion turbine (Natural Gas)
2_2_Spring_Creek_Energy_Center,Combustion turbine (Natural Gas)
2_2_Worthington_Generation_LLC,Combustion turbine (Natural Gas)
2_3_Allen_Steam_Plant,Combustion turbine (Natural Gas)
2_3_C_W_Burdick,Combustion turbine (Natural Gas)
2_3_Moselle,Combustion turbine (Natural Gas)
2_30_Suwannee_River,Combustion turbine (Natural Gas)
2_4_Allen_Steam_Plant,Combustion turbine (Natural Gas)
2_4_NA,Combustion turbine (Natural Gas)
2_5_NA,Combustion turbine (Natural Gas)
2_6_NA,Combustion turbine (Natural Gas)
2_7_NA,Combustion turbine (Natural Gas)
2_8_NA,Combustion turbine (Natural Gas)
2_9_NA,Combustion turbine (Natural Gas)
2_A_Asheville,Combustion turbine (Natural Gas)
2_A_Butler_Warner_Generation_Plant,Combustion turbine (Natural Gas)
2_A_NA,Combustion turbine (Natural Gas)
2_A1_NA,Combustion turbine (Natural Gas)
2_A2_NA,Combustion turbine (Natural Gas)
2_AL_Sandersville_LLC,Combustion turbine (Natural Gas)
2_Alliant_Energy_Neenah,Combustion turbine (Natural Gas)
2_Alsey,Combustion turbine (Natural Gas)
2_AMEA_Peaking,Combustion turbine (Natural Gas)
2_Anderson,Combustion turbine (Natural Gas)
2_Androscoggin_Energy_Center,Combustion turbine (Natural Gas)
2_Angus_Anson,Combustion turbine (Natural Gas)
2_Armstrong,Combustion turbine (Natural Gas)
2_Asbury_Park_Press,Combustion turbine (Natural Gas)
2_Audrain_Generating_Station,Combustion turbine (Natural Gas)
2_Aurora,Combustion turbine (Natural Gas)
2_Bayonne_Energy_Center,Combustion turbine (Natural Gas)
2_Big_Sandy_Peaker_Plant,Combustion turbine (Natural Gas)
2_Bluegrass_Generating_Station,Combustion turbine (Natural Gas)
2_Bowling_Green_Generating_Station,Combustion turbine (Natural Gas)
2_Broad_River_Energy_Center,Combustion turbine (Natural Gas)
2_Brownsville_Peaking_Power,Combustion turbine (Natural Gas)
2_Buchanan_Generation_LLC,Combustion turbine (Natural Gas)
2_Burnside,Combustion turbine (Natural Gas)
2_C_W_Burdick,Combustion turbine (Natural Gas)
2_Calhoun_Energy_Center,Combustion turbine (Natural Gas)
2_Calumet_Energy_Team_LLC,Combustion turbine (Natural Gas)
2_Cannon_Falls_Energy_Center,Combustion turbine (Natural Gas)
2_Cascade_Creek,Combustion turbine (Natural Gas)
2_Cass_County,Combustion turbine (Natural Gas)
2_Ceredo_Generating_Station,Combustion turbine (Natural Gas)
2_Chillicothe,Combustion turbine (Natural Gas)
2_Cleveland_Cnty_Generating_Facility,Combustion turbine (Natural Gas)
2_Colbert,Combustion turbine (Natural Gas)
2_Columbia_Energy_Center,Combustion turbine (Natural Gas)
2_Concord,Combustion turbine (Natural Gas)
2_Coralville_GT,Combustion turbine (Natural Gas)
2_Crete_Energy_Venture_LLC,Combustion turbine (Natural Gas)
2_Culbertson_Generation_Station,Combustion turbine (Natural Gas)
2_Cumberland__WI_,Combustion turbine (Natural Gas)
2_Dahlberg,Combustion turbine (Natural Gas)
2_Darby_Electric_Generating_Station,Combustion turbine (Natural Gas)
2_Darbytown,Combustion turbine (Natural Gas)
2_Doyle_Energy_Facility,Combustion turbine (Natural Gas)
2_Earl_F_Wisdom,Combustion turbine (Natural Gas)
2_Edward_L__Addison_Generating_Plant,Combustion turbine (Natural Gas)
2_Electrifarm,Combustion turbine (Natural Gas)
2_Elgin_Energy_Center_LLC,Combustion turbine (Natural Gas)
2_Elizabeth_River_Power_Station,Combustion turbine (Natural Gas)
2_Elk_Mound,Combustion turbine (Natural Gas)
2_Elkins_Generating_Center,Combustion turbine (Natural Gas)
2_Elwood_Energy_LLC,Combustion turbine (Natural Gas)
2_Emporia_Energy_Center,Combustion turbine (Natural Gas)
2_Energy_Shelby_County,Combustion turbine (Natural Gas)
2_Ermine,Combustion turbine (Natural Gas)
2_Essential_Power_Massachusetts_LLC,Combustion turbine (Natural Gas)
2_Exira,Combustion turbine (Natural Gas)
2_FirstEnergy_Springdale_1___2,Combustion turbine (Natural Gas)
2_Fitchburg,Combustion turbine (Natural Gas)
2_Foothills_Generating_LLC,Combustion turbine (Natural Gas)
2_Forked_River,Combustion turbine (Natural Gas)
2_Frank_M_Tait,Combustion turbine (Natural Gas)
2_G_W_Ivey,Combustion turbine (Natural Gas)
2_G_Woodsdale,Combustion turbine (Natural Gas)
2_Gallatin__TN_,Combustion turbine (Natural Gas)
2_Gas_Turbine__IA_,Combustion turbine (Natural Gas)
2_Gaylord___Wolverine,Combustion turbine (Natural Gas)
2_Gibson_City_Energy_Center_LLC,Combustion turbine (Natural Gas)
2_Gleason_Generating_Facility,Combustion turbine (Natural Gas)
2_Glendive_GT,Combustion turbine (Natural Gas)
2_Goose_Creek_Energy_Center,Combustion turbine (Natural Gas)
2_Great_Northern_Trigen_Facility,Combustion turbine (Natural Gas)
2_Greenville_Electric_Generating_Station,Combustion turbine (Natural Gas)
2_Greenwood__MO_,Combustion turbine (Natural Gas)
2_Groton_Generating_Station,Combustion turbine (Natural Gas)
2_Haefling,Combustion turbine (Natural Gas)
2_Handsome_Lake_Energy_LLC,Combustion turbine (Natural Gas)
2_Harlem_River_Yard,Combustion turbine (Natural Gas)
2_Hartwell_Energy_Facility,Combustion turbine (Natural Gas)
2_Hawk_Road_Facility,Combustion turbine (Natural Gas)
2_Hazelton,Combustion turbine (Natural Gas)
2_Hell_Gate,Combustion turbine (Natural Gas)
2_Henry_County,Combustion turbine (Natural Gas)
2_Hurley_Plant,Combustion turbine (Natural Gas)
2_Inver_Hills,Combustion turbine (Natural Gas)
2_Iola,Combustion turbine (Natural Gas)
2_James_River_Power_Station,Combustion turbine (Natural Gas)
2_Johnsonville,Combustion turbine (Natural Gas)
2_Joseph_J_Seymour_Power_Project,Combustion turbine (Natural Gas)
2_Kinmundy,Combustion turbine (Natural Gas)
2_Ladysmith,Combustion turbine (Natural Gas)
2_Lakefield_Junction,Combustion turbine (Natural Gas)
2_LCEC_Generation_LLVC,Combustion turbine (Natural Gas)
2_Lee_County,Combustion turbine (Natural Gas)
2_Lee_Energy_Facility,Combustion turbine (Natural Gas)
2_Lincoln_Combustion,Combustion turbine (Natural Gas)
2_Lincoln_Generating_Facility,Combustion turbine (Natural Gas)
2_Livingston_Generating_Station,Combustion turbine (Natural Gas)
2_Lonesome_Creek_Station,Combustion turbine (Natural Gas)
2_Madison,Combustion turbine (Natural Gas)
2_Marina_Thermal_Facility,Combustion turbine (Natural Gas)
2_McCartney,Combustion turbine (Natural Gas)
2_McIntosh,Combustion turbine (Natural Gas)
2_McIntosh__AL_,Combustion turbine (Natural Gas)
2_MEPI_GT_Facility,Combustion turbine (Natural Gas)
2_Mill_Creek__SC_,Combustion turbine (Natural Gas)
2_Moline,Combustion turbine (Natural Gas)
2_Montpelier_Electric_Generating_Station,Combustion turbine (Natural Gas)
2_Moselle,Combustion turbine (Natural Gas)
2_MPC_Generating,Combustion turbine (Natural Gas)
2_Municipal_Power_Plant,Combustion turbine (Natural Gas)
2_NAEA_Ocean_Peaking_Power_LLC,Combustion turbine (Natural Gas)
2_Napoleon_Peaking_Station,Combustion turbine (Natural Gas)
2_New_Prague,Combustion turbine (Natural Gas)
2_Osceola__FL_,Combustion turbine (Natural Gas)
2_Paris__WI_,Combustion turbine (Natural Gas)
2_Peno_Creek,Combustion turbine (Natural Gas)
2_Pinckneyville,Combustion turbine (Natural Gas)
2_Pioneer_Generating_Station,Combustion turbine (Natural Gas)
2_Pleasant_Hill,Combustion turbine (Natural Gas)
2_Pleasant_Valley__MN_,Combustion turbine (Natural Gas)
2_Pleasants_Energy_LLC,Combustion turbine (Natural Gas)
2_Potter_Station_2,Combustion turbine (Natural Gas)
2_PPS_Power_Plant_No_1,Combustion turbine (Natural Gas)
2_Raccoon_Creek_Energy_Center,Combustion turbine (Natural Gas)
2_Remington,Combustion turbine (Natural Gas)
2_Renaissance_Power_Plant,Combustion turbine (Natural Gas)
2_Richmond,Combustion turbine (Natural Gas)
2_Riverside_Generating_LLC,Combustion turbine (Natural Gas)
2_Riverton,Combustion turbine (Natural Gas)
2_Robert_P_Mone_Plant,Combustion turbine (Natural Gas)
2_RockGen_Energy_Center,Combustion turbine (Natural Gas)
2_Rockingham_County_CT_Station,Combustion turbine (Natural Gas)
2_Rocky_Road_Power_LLC,Combustion turbine (Natural Gas)
2_Rokeby,Combustion turbine (Natural Gas)
2_Rolling_Hills_Generating,Combustion turbine (Natural Gas)
2_Rowan,Combustion turbine (Natural Gas)
2_Rubart,Combustion turbine (Natural Gas)
2_Sarpy_County,Combustion turbine (Natural Gas)
2_Sayreville,Combustion turbine (Natural Gas)
2_Sheboygan_Falls,Combustion turbine (Natural Gas)
2_Smarr_Energy_Center,Combustion turbine (Natural Gas)
2_South_Fond_Du_Lac,Combustion turbine (Natural Gas)
2_South_Harper,Combustion turbine (Natural Gas)
2_Sowega_Power,Combustion turbine (Natural Gas)
2_Summit_Lake,Combustion turbine (Natural Gas)
2_Swanton_Peaking_Plant,Combustion turbine (Natural Gas)
2_Sycamore__IA_,Combustion turbine (Natural Gas)
2_Sycamore__WI_,Combustion turbine (Natural Gas)
2_Sylvarena,Combustion turbine (Natural Gas)
2_Talbot_County_Energy,Combustion turbine (Natural Gas)
2_Tenaska_Georgia_Generation_Facility,Combustion turbine (Natural Gas)
2_Thetford,Combustion turbine (Natural Gas)
2_Tilton,Combustion turbine (Natural Gas)
2_Troy_Energy_LLC,Combustion turbine (Natural Gas)
2_University_Park_North,Combustion turbine (Natural Gas)
2_University_Park_South,Combustion turbine (Natural Gas)
2_Vermillion_Energy_Facility,Combustion turbine (Natural Gas)
2_Vernon_Boulevard,Combustion turbine (Natural Gas)
2_Victoria_Junction,Combustion turbine (Natural Gas)
2_W_NA,Combustion turbine (Natural Gas)
2_W1_NA,Combustion turbine (Natural Gas)
2_W2_NA,Combustion turbine (Natural Gas)
2_Wallingford_Energy,Combustion turbine (Natural Gas)
2_Walton_County_Power_LLC,Combustion turbine (Natural Gas)
2_Washington_County_Power_LLC,Combustion turbine (Natural Gas)
2_Waters_River,Combustion turbine (Natural Gas)
2_West_41st_Street,Combustion turbine (Natural Gas)
2_West_Gardner,Combustion turbine (Natural Gas)
2_West_Marinette,Combustion turbine (Natural Gas)
2_Wheatland_Generating_Facility,Combustion turbine (Natural Gas)
2_Wheaton,Combustion turbine (Natural Gas)
2_Williams,Combustion turbine (Natural Gas)
2_Windsor_Cogeneration,Combustion turbine (Natural Gas)
2_Wolf_Hills_Energy,Combustion turbine (Natural Gas)
2_Yellowhead_Power_Station,Combustion turbine (Natural Gas)
2_Zion_Energy_Center,Combustion turbine (Natural Gas)
20_2_NA,Combustion turbine (Natural Gas)
20_G_W_Ivey,Combustion turbine (Natural Gas)
21_G_W_Ivey,Combustion turbine (Natural Gas)
21_NRG_Rockford_I,Combustion turbine (Natural Gas)
21_Sewell_Creek_Energy,Combustion turbine (Natural Gas)
22_Sewell_Creek_Energy,Combustion turbine (Natural Gas)
2G_Georgetown,Combustion turbine (Natural Gas)
3_1_Allen_Steam_Plant,Combustion turbine (Natural Gas)
3_1_Anadarko_Plant,Combustion turbine (Natural Gas)
3_1_Arvah_B_Hopkins,Combustion turbine (Natural Gas)
3_1_Axiall_Plaquemine,Combustion turbine (Natural Gas)
3_1_Bayou_Cove_Peaking_Power,Combustion turbine (Natural Gas)
3_1_Bethpage_Power_Plant,Combustion turbine (Natural Gas)
3_1_Brentwood,Combustion turbine (Natural Gas)
3_1_Colbert,Combustion turbine (Natural Gas)
3_1_Coughlin_Power_Station,Combustion turbine (Natural Gas)
3_1_Crossroads_Energy_Center,Combustion turbine (Natural Gas)
3_1_Deerhaven_Generating_Station,Combustion turbine (Natural Gas)
3_1_Empire_Energy_Center,Combustion turbine (Natural Gas)
3_1_Essential_Power_Rock_Springs_LLC,Combustion turbine (Natural Gas)
3_1_ExxonMobil_Beaumont_Refinery,Combustion turbine (Natural Gas)
3_1_Fort_Myers,Combustion turbine (Natural Gas)
3_1_Harry_D_Mattison_Gas_Plant,Combustion turbine (Natural Gas)
3_1_Holden,Combustion turbine (Natural Gas)
3_1_Horseshoe_Lake,Combustion turbine (Natural Gas)
3_1_Hutchinson_Energy_Center,Combustion turbine (Natural Gas)
3_1_Indian_River_Plant,Combustion turbine (Natural Gas)
3_1_J_K_Smith,Combustion turbine (Natural Gas)
3_1_Johnsonville,Combustion turbine (Natural Gas)
3_1_Jones,Combustion turbine (Natural Gas)
3_1_Lennox,Combustion turbine (Natural Gas)
3_1_Marshall_Energy_Facility,Combustion turbine (Natural Gas)
3_1_McPherson_2,Combustion turbine (Natural Gas)
3_1_Midulla_Generating_Station,Combustion turbine (Natural Gas)
3_1_Millbank,Combustion turbine (Natural Gas)
3_1_Milton_Clean_Energy_Centre,Combustion turbine (Natural Gas)
3_1_Narrows_Gas_Turbines_Generating,Combustion turbine (Natural Gas)
3_1_NRG_Sterlington_Power,Combustion turbine (Natural Gas)
3_1_Oleander_Power_Project_LP,Combustion turbine (Natural Gas)
3_1_P_L_Bartow,Combustion turbine (Natural Gas)
3_1_Paulsboro_Refinery,Combustion turbine (Natural Gas)
3_1_Polk,Combustion turbine (Natural Gas)
3_1_Portlands_Energy_Centre,Combustion turbine (Natural Gas)
3_1_PSEG_Burlington_Generating_Station,Combustion turbine (Natural Gas)
3_1_PSEG_Kearny_Generating_Station,Combustion turbine (Natural Gas)
3_1_Riverside__OK_,Combustion turbine (Natural Gas)
3_1_Shady_Hills_Generating_Station,Combustion turbine (Natural Gas)
3_1_Silver_Creek,Combustion turbine (Natural Gas)
3_1_Sumpter,Combustion turbine (Natural Gas)
3_1_Vandolah_Power_Station,Combustion turbine (Natural Gas)
3_1_Weleetka,Combustion turbine (Natural Gas)
3_10_NA,Combustion turbine (Natural Gas)
3_11_NA,Combustion turbine (Natural Gas)
3_12_NA,Combustion turbine (Natural Gas)
3_13_NA,Combustion turbine (Natural Gas)
3_2_Allen_Steam_Plant,Combustion turbine (Natural Gas)
3_2_NRG_Sterlington_Power,Combustion turbine (Natural Gas)
3_2_PSEG_Kearny_Generating_Station,Combustion turbine (Natural Gas)
3_3_Allen_Steam_Plant,Combustion turbine (Natural Gas)
3_3_NA,Combustion turbine (Natural Gas)
3_4_NA,Combustion turbine (Natural Gas)
3_5_NA,Combustion turbine (Natural Gas)
3_6_NA,Combustion turbine (Natural Gas)
3_7_NA,Combustion turbine (Natural Gas)
3_A_B_Brown,Combustion turbine (Natural Gas)
3_A_Butler_Warner_Generation_Plant,Combustion turbine (Natural Gas)
3_AL_Sandersville_LLC,Combustion turbine (Natural Gas)
3_Alsey,Combustion turbine (Natural Gas)
3_Anderson,Combustion turbine (Natural Gas)
3_Androscoggin_Energy_Center,Combustion turbine (Natural Gas)
3_Angus_Anson,Combustion turbine (Natural Gas)
3_Armstrong,Combustion turbine (Natural Gas)
3_Audrain_Generating_Station,Combustion turbine (Natural Gas)
3_Aurora,Combustion turbine (Natural Gas)
3_Baconton_Power_Plant,Combustion turbine (Natural Gas)
3_Bayonne_Energy_Center,Combustion turbine (Natural Gas)
3_Big_Sandy_Peaker_Plant,Combustion turbine (Natural Gas)
3_Bluegrass_Generating_Station,Combustion turbine (Natural Gas)
3_Broad_River_Energy_Center,Combustion turbine (Natural Gas)
3_Brownsville_Peaking_Power,Combustion turbine (Natural Gas)
3_Burnside,Combustion turbine (Natural Gas)
3_Calhoun_Energy_Center,Combustion turbine (Natural Gas)
3_Cass_County,Combustion turbine (Natural Gas)
3_Ceredo_Generating_Station,Combustion turbine (Natural Gas)
3_Chevron_Oil,Combustion turbine (Natural Gas)
3_Clay_Center,Combustion turbine (Natural Gas)
3_Cleveland_Cnty_Generating_Facility,Combustion turbine (Natural Gas)
3_Colbert,Combustion turbine (Natural Gas)
3_Columbia_Energy_Center,Combustion turbine (Natural Gas)
3_Concord,Combustion turbine (Natural Gas)
3_Coralville_GT,Combustion turbine (Natural Gas)
3_Crete_Energy_Venture_LLC,Combustion turbine (Natural Gas)
3_Cumberland__WI_,Combustion turbine (Natural Gas)
3_Dahlberg,Combustion turbine (Natural Gas)
3_Darby_Electric_Generating_Station,Combustion turbine (Natural Gas)
3_Darbytown,Combustion turbine (Natural Gas)
3_Doyle_Energy_Facility,Combustion turbine (Natural Gas)
3_Edward_L__Addison_Generating_Plant,Combustion turbine (Natural Gas)
3_Electrifarm,Combustion turbine (Natural Gas)
3_Elgin_Energy_Center_LLC,Combustion turbine (Natural Gas)
3_Elizabeth_River_Power_Station,Combustion turbine (Natural Gas)
3_Elkins_Generating_Center,Combustion turbine (Natural Gas)
3_Elwood_Energy_LLC,Combustion turbine (Natural Gas)
3_Emporia_Energy_Center,Combustion turbine (Natural Gas)
3_Energy_Shelby_County,Combustion turbine (Natural Gas)
3_Exira,Combustion turbine (Natural Gas)
3_FirstEnergy_West_Lorain,Combustion turbine (Natural Gas)
3_Frank_M_Tait,Combustion turbine (Natural Gas)
3_G_W_Ivey,Combustion turbine (Natural Gas)
3_G_Woodsdale,Combustion turbine (Natural Gas)
3_Gallatin__TN_,Combustion turbine (Natural Gas)
3_Gaylord___Wolverine,Combustion turbine (Natural Gas)
3_Gleason_Generating_Facility,Combustion turbine (Natural Gas)
3_Goose_Creek_Energy_Center,Combustion turbine (Natural Gas)
3_Gravel_Neck,Combustion turbine (Natural Gas)
3_Great_Northern_Trigen_Facility,Combustion turbine (Natural Gas)
3_Greenville_Electric_Generating_Station,Combustion turbine (Natural Gas)
3_Greenwood__MO_,Combustion turbine (Natural Gas)
3_Hallam,Combustion turbine (Natural Gas)
3_Handsome_Lake_Energy_LLC,Combustion turbine (Natural Gas)
3_Hawk_Road_Facility,Combustion turbine (Natural Gas)
3_Hazelton,Combustion turbine (Natural Gas)
3_Henry_County,Combustion turbine (Natural Gas)
3_Huron,Combustion turbine (Natural Gas)
3_Inver_Hills,Combustion turbine (Natural Gas)
3_Johnson,Combustion turbine (Natural Gas)
3_Johnsonville,Combustion turbine (Natural Gas)
3_Ladysmith,Combustion turbine (Natural Gas)
3_Lakefield_Junction,Combustion turbine (Natural Gas)
3_LCEC_Generation_LLVC,Combustion turbine (Natural Gas)
3_Lee_Energy_Facility,Combustion turbine (Natural Gas)
3_Lincoln_Combustion,Combustion turbine (Natural Gas)
3_Lincoln_Generating_Facility,Combustion turbine (Natural Gas)
3_Livingston_Generating_Station,Combustion turbine (Natural Gas)
3_Lonesome_Creek_Station,Combustion turbine (Natural Gas)
3_Madison,Combustion turbine (Natural Gas)
3_Marina_Thermal_Facility,Combustion turbine (Natural Gas)
3_McIntosh,Combustion turbine (Natural Gas)
3_McIntosh__AL_,Combustion turbine (Natural Gas)
3_MEPI_GT_Facility,Combustion turbine (Natural Gas)
3_Mill_Creek__SC_,Combustion turbine (Natural Gas)
3_Moline,Combustion turbine (Natural Gas)
3_Montpelier_Electric_Generating_Station,Combustion turbine (Natural Gas)
3_Mulvane_Power_Plant,Combustion turbine (Natural Gas)
3_Osceola__FL_,Combustion turbine (Natural Gas)
3_Paris__WI_,Combustion turbine (Natural Gas)
