Generator,Node,Property,value,V1,V2,Band,V3,V4,Timeslice,Action,V5,Scenario,V6,Category
3_Caribou Falls,151735_CARIBOU_FLS_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
3_Cavendish,109143_CAVENDISH_D2_12.47,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Cedar Creek,307858_1CEDAR CK_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Chace Mill Winooski One,108875_BED_WINOOSKI_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Chasm,137166_CHASM HY_2.2,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
3_Cherokee Dam,364513_1CHEROKEE H3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
3_Claytor,242907_05CLAY-2_11,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
3_Cobble Mountain,116558_COBBLE MT_G3_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
3_Columbus,640008_COLMBS3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NPPD
3_Comerford,106042_COMERFORD G3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NH
3_Cooke,256476_COOKE     1H_2.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
3_Coteau Creek,672372_COTEAU3G_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
3_Cowans Ford,308238_1COWANS3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Croton,256458_CROTON     H_7.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
3_Crystal Falls (OPG),152751_CRYST_FLS_GS_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
3_Danbury Dam,605506_DANBURY8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
3_Dardanelle,505512_DAR3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Dearborn,307860_1DEARBN23_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Dix Dam,324016_1DIXD 3_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,LGEE
3_E.B. Campbell,672332_EBCAMP3G_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
3_Ear Falls,151736_EAR_FALLS_GS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
3_Essex Junction 19,108990_ESSEX HYDRO_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Eufaula Dam,505580_EUF #3 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Felts Mills Hydro (Lower Pr,137164_MILL ST_4.8,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
3_Fishing Creek,308912_1FISHNG C2_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Foote,256461_FOOTE     3H_4.8,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
3_Fort Gibson,505564_FTG3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Fort Loudoun,364443_1FTLOUD H3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
3_Fort Miller Hydroelectric F,137964_BK+HV+FM_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
3_Fort Peck,652410_FTPECK3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
3_Fort Randall,652547_FTRDL34G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
3_Garrison,652459_GARISN3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
3_Gaston,315141_1GASTONB_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
3_Gavins Point,652577_GAVINS3G_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
3_Goat Rock,383520_1GOATROCK_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Grand Rapids,693896_GR RAPD1_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
3_Grand Rapids (MH),669776_GRAMPG#3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Great Falls (MH),669786_GRTFAL3G_11,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Great Falls (SC),307702_1GTFALLS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Great Lakes Hydro America -,103121_WELDON GEN34_6.9,Generation Participation Factor,0.291720569,,-,1,,,,=,,,,NE-ME
3_Great Lakes Hydro America -,103135_MCKAY GEN3_6.9,Generation Participation Factor,0.708279431,,-,1,,,,=,,,,NE-ME
3_Greenup Hydro,342948_1LOVE HYDRO_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
3_Gulf Island,100487_GULF ISL G3_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
3_Gull (Keeyask) Generating S,669744_KEEYAS3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Hardy,256455_HARDY      H_7.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
3_Harriman,109503_HARRIMAN G3_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
3_Harris Hydro,100358_HARRIS HY T3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
3_Hartwell Lake,339088_HARTWL34_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Healey Falls,155747_HEALEY_FG234_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
3_High Dam,136300_HIGH DAM_46,Generation Participation Factor,1,,-,1,,,,=,,,,CENTRL
3_High Falls - Saranac NY,131778_HIGHFL46_46,Generation Participation Factor,1,,-,1,,,,=,,,,NORTH
3_High Rock Hydro,339003_HIGH RCK_100,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Highgate Falls,109275_SWANTON_H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Island Falls,672362_ISLAND3G_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
3_Jenpeg,669770_JENPEG3G_4,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_John H Kerr,315160_1KERR  3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
3_Jordan Dam,386563_1JORD3GEN_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Kakabeka Falls,151668_MURILLO_DSB2_24.9,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
3_Kansas River Project,533264_6TH ST 3_115,Generation Participation Factor,1,,-,1,,,,=,,,,WR
3_Kelsey,669752_KELSEY3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Kent Falls,131786_KENTSF46_46,Generation Participation Factor,1,,-,1,,,,=,,,,NORTH
3_Keokuk,344861_1KEOK 1-4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MISO-MO
3_Kettle,669732_KETTLE3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Kinneytown New Old,121073_BEACON FALLS_115,Generation Participation Factor,1,,-,1,,,,=,,,,CT
3_La Tuque,180023_TUQ        A_11,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
3_Limestone (MH),669712_LIMEST3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Long Spruce,669722_LONGS_3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Lookout Shoals,308080_1LOOKOUT_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Lower Middlebury,109105_MIDDLEBURY_H_6.44,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Lyonsdale Associates,136848_LYNDL MR_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
3_Markham,512634_KERR GR3_115,Generation Participation Factor,1,,-,1,,,,=,,,,CSWS+
3_Markland,251869_08MRKLND_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,IN-C
3_Martin Dam,386553_1MART3GEN_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_McArthur,669791_MCART34G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_McCormick,180157_MCCA5-7_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
3_Mcindoes,106048_MCINDOES FLS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NH
3_Merrill,693616_MERRILL HY_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
3_Mill C,131789_MILL C46_46,Generation Participation Factor,1,,-,1,,,,=,,,,NORTH
3_Millers Ferry,385404_1MILERSFY3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Mountain Island,308179_1MT ISLE_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Niagara Mill,699627_LITTLE Q H3_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
3_Nipawin,672352_NIPAWI3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
3_Oahe,652556_OAHE2-3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
3_Ocoee 1,364468_1OCOEE#1H1-3_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
3_Ogdensburg,136794_OGDENSBG_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
3_Ohio Falls,324028_1OH FAL_14,Generation Participation Factor,1,,-,1,,,,=,,,,LGEE
3_Oliver Dam,383524_1OLIVER 3-4_7.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Osage Dam,345397_1OSAGE 3&4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MISO-MO
3_Ozark,505520_OZK345 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Ozark Beach,547648_OZD312 1_4.6,Generation Participation Factor,1,,-,1,,,,=,,,,EDE
3_Pensacola,512628_PENSA  2_69,Generation Participation Factor,1,,-,1,,,,=,,,,CSWS+
3_Pine Falls,669780_PINFLS3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Piney,200608_26PINEY #1_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
3_Pointe du Bois,669794_PTDB1-4G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Prairie Du Sac,698176_PDS G1-4_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
3_Proctor,108963_PROCTOR EAST_0.48,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Rhodhiss,308084_1RHODHIS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Richard B Russell,339103_12RUSS3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Roanoke Rapids,315128_1ROARAP4_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
3_Robert Moses Niagara,147752_NIAG. 3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WEST
3_Robert S Kerr,505586_RSK3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Rocky Creek,307846_1ROCKYCR_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Rogers,256457_ROGERS     H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
3_Ruth Falls,199098_96H-RUTH_FLS_69,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
3_S C Moore,106046_MOORE G3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NH
3_Safe Harbor,208914_SAHA 34_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
3_Saluda Lexington,370853_1SAL HY3_13,Generation Participation Factor,1,,-,1,,,,=,,,,SCEG
3_Sappi Cloquet Mill,608668_CLOQUET7_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-NE
3_Seven Sisters,669810_7SISTR3G_11,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Shawmut,100477_SHAWMUT G1-3_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
3_Sheldon Springs Hydroelectr,109287_SHELDON_G3_0.6,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Sherman Island,137959_SHRMAN_G_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
3_Slave Falls,669805_SLVFL34G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_South Edwards,136929_SO EDWAR_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
3_Stevenson,122625_STEVENSON HY_4.6,Generation Participation Factor,1,,-,1,,,,=,,,,CT
3_Sturgeon,125204_STURG-G3_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,HUD VL
3_Table Rock,505478_TBR3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_TalenEnergy Holtwood,208903_HOLT 695_12.47,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
3_Tallulah Falls,383544_1TALLULAH 3_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Thurlow Dam,386591_1THURLGEN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Tuckertown Hydro,339005_TUCKERTN_100,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Tugalo,383533_1TUGALO 3-4_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Vernon Dam,109529_VERNON HYD A_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Wallace Dam,383536_1WALLACE 1-3_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Walter Bouldin Dam,386583_1BOULD3GN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Walter F George,383540_1GEORGE 3-4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
3_Wateree Hydro,307862_1WATEREE_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Wawatay-Black River,151730_WAWATAY_CGS_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
3_Webbers Falls,505556_WEB123 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
3_Weston Hydro,100468_WESTON HYDRO_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
3_Wheeler Dam,364491_1WHEELRH9-11_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
3_Whitedog Falls,151752_WHITEDOG_GS_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
3_Wilbur,364492_1WILBUR H1-3_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
3_Wilder,109573_WILDER_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,VT
3_Wuskwatim,669767_WUSK  3G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
3_Wylie,307840_1WYLIE H_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
3_Wyman Hydro,100362_WYMAN HYD#3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
30_Beauharnois,180285_BHOA30_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
31_Beauharnois,180286_BHOA31_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
32_Beauharnois,180287_BHOA32_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
33_Beauharnois,180288_BHOA33_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
34_Beauharnois,180289_BHOA34_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
35_Beauharnois,180290_BHOA35_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
36_Beauharnois,180291_BHOA36_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
3A_Deerfield 3,113099_DEERFIELD 3G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
3A_Saint Marys Falls,699747_USHDRO_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
3B_Deerfield 3,113099_DEERFIELD 3G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
3C_Deerfield 3,113099_DEERFIELD 3G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
4_Alexander (OPG),151729_ALEXANDER_GS_12,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
4_Anson Abenaki Hydros,100688_MADP ANSONHY_4.16,Generation Participation Factor,0.378082192,,-,1,,,,=,,,,NE-ME
4_Anson Abenaki Hydros,100689_MADP ABENAKI_4.16,Generation Participation Factor,0.621917808,,-,1,,,,=,,,,NE-ME
4_Bartletts Ferry,383517_1BARTLFY4_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Beauharnois,180259_BHEA04_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
4_Big Bend Dam,652543_BGBND34G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
4_Blewett,304893_1BLEW4-6_4,Generation Participation Factor,1,,-,1,,,,=,,,,CPLE
4_Bull Shoals,505466_BSH3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_Cabot,116579_CABOT HYDRO_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
4_Cherokee Dam,364514_1CHEROKEE H4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
4_Claytor,242907_05CLAY-2_11,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
4_Comerford,106043_COMERFORD G4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NH
4_Cowans Ford,308239_1COWANS4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Croton,256458_CROTON     H_7.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
4_Crystal Falls (OPG),152751_CRYST_FLS_GS_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
4_Dardanelle,505512_DAR3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_E.B. Campbell,672333_EBCAMP4G_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
4_Ear Falls,151736_EAR_FALLS_GS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
4_Essex Junction 19,108990_ESSEX HYDRO_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,VT
4_Finch Paper,137859_FINCH TP_115,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
4_Fishing Creek,308912_1FISHNG C2_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Fort Gibson,505564_FTG3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_Fort Loudoun,364445_1FTLOUD H4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
4_Fort Miller Hydroelectric F,137964_BK+HV+FM_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
4_Fort Peck,652414_FTPECK4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
4_Fort Randall,652547_FTRDL34G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
4_Garrison,652460_GARISN4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
4_Gaston,315141_1GASTONB_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
4_Goat Rock,383520_1GOATROCK_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Grand Rapids,693899_GR RAPD2_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
4_Grand Rapids (MH),669777_GRAMPG#4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Great Falls (MH),669787_GRTFAL4G_11,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Great Falls (SC),307702_1GTFALLS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Great Lakes Hydro America -,103121_WELDON GEN34_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
4_Gull (Keeyask) Generating S,669745_KEEYAS4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Harris Hydro,100461_HARRIS HYD4_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
4_Hartwell Lake,339088_HARTWL34_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Healey Falls,155747_HEALEY_FG234_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
4_High Dam,136300_HIGH DAM_46,Generation Participation Factor,1,,-,1,,,,=,,,,CENTRL
4_Highgate Falls,109275_SWANTON_H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,VT
4_Hoot Lake,620223_HOOT LK7_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-NW
4_Island Falls,672363_ISLAND4G_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
4_Jenpeg,669771_JENPEG4G_4,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Jim Falls,603156_JIMFLS 7_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
4_John H Kerr,315161_1KERR  4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
4_Kakabeka Falls,151668_MURILLO_DSB2_24.9,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
4_Kansas River Project,533264_6TH ST 3_115,Generation Participation Factor,1,,-,1,,,,=,,,,WR
4_Kelsey,669753_KELSEY4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Keokuk,344861_1KEOK 1-4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MISO-MO
4_Kettle,669733_KETTLE4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_La Tuque,180023_TUQ        A_11,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
4_Lay Dam,386544_1LAY4-6GN_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Limestone (MH),669713_LIMEST4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Long Spruce,669723_LONGS_4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Markham,512635_KERR GR5_161,Generation Participation Factor,1,,-,1,,,,=,,,,CSWS+
4_Martin Dam,386554_1MART4GEN_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_McArthur,669791_MCART34G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_McCormick,180157_MCCA5-7_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
4_Mcindoes,106048_MCINDOES FLS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NH
4_Mitchell Dam,386574_1MITC4GEN_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Moline_HY,636760_SB P  8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MEC
4_Mountain Island,308179_1MT ISLE_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Niagara Mill,699626_LITTLE Q H2_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
4_Oahe,652557_OAHE4-5G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
4_Ohio Falls,324028_1OH FAL_14,Generation Participation Factor,1,,-,1,,,,=,,,,LGEE
4_Oliver Dam,383524_1OLIVER 3-4_7.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Osage Dam,345397_1OSAGE 3&4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MISO-MO
4_Ozark,505520_OZK345 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_Ozark Beach,547648_OZD312 1_4.6,Generation Participation Factor,1,,-,1,,,,=,,,,EDE
4_Pensacola,512654_PENSA  5_161,Generation Participation Factor,1,,-,1,,,,=,,,,CSWS+
4_Pine Falls,669781_PINFLS4G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Pointe du Bois,669794_PTDB1-4G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Proctor,108963_PROCTOR EAST_0.48,Generation Participation Factor,1,,-,1,,,,=,,,,VT
4_Richard B Russell,339104_12RUSS4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Roanoke Rapids,315128_1ROARAP4_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
4_Robert Moses Niagara,147753_NIAG. 4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WEST
4_Robert S Kerr,505586_RSK3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_Rocky Creek,307846_1ROCKYCR_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Rogers,256457_ROGERS     H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
4_S C Moore,106047_MOORE G4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NH
4_Safe Harbor,208914_SAHA 34_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
4_Saluda Lexington,370854_1SAL HY4_13,Generation Participation Factor,1,,-,1,,,,=,,,,SCEG
4_Sappi Cloquet Mill,608668_CLOQUET7_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-NE
4_Seven Sisters,669811_7SISTR4G_11,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Shawmut,100478_SHAWMUT G4-6_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
4_Sherman Island,137959_SHRMAN_G_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
4_Slave Falls,669805_SLVFL34G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MH
4_Smith Mountain,246846_05SMG4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
4_Stevenson,122625_STEVENSON HY_4.6,Generation Participation Factor,1,,-,1,,,,=,,,,CT
4_Table Rock,505478_TBR3&4 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
4_TalenEnergy Holtwood,208903_HOLT 695_12.47,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
4_Tallulah Falls,383545_1TALLULAH 4_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Vernon Dam,109529_VERNON HYD A_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,VT
4_Wallace Dam,383537_1WALLACE 4-6_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
4_Wateree Hydro,307862_1WATEREE_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4_Weston Hydro,100468_WESTON HYDRO_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
4_Wylie,307840_1WYLIE H_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
4A_Deerfield 4,113100_DEERFIELD 4G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
4B_Deerfield 4,113100_DEERFIELD 4G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
4C_Deerfield 4,113100_DEERFIELD 4G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
5_Alexander (OPG),151729_ALEXANDER_GS_12,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
5_Anson Abenaki Hydros,100688_MADP ANSONHY_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
5_Bartletts Ferry,383518_1BARTLFY6_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
5_Beauharnois,180260_BHEA05_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
5_Big Bend Dam,652544_BGBND56G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
