Node,Voltage
300677_2MTVRN_69,69
300678_5NIXA-1_161,161
300679_2PRDYTP_69,69
300680_2VERONA_69,69
300681_2BUTRFLD_69,69
300683_2MIDWY_69,69
300684_2MIDWYTP_69,69
300685_2LAMARPT_69,69
300686_4WOODY_138,138
300687_2APPLTN_69,69
300688_2AUSTIN_69,69
300689_2BUTLER_69,69
300690_2BUTLERE_69,69
300692_2CLINTN_69,69
300694_5PALMYR_AI_161,161
300696_2CREIGH_69,69
300697_2CRESTH_69,69
300698_2ELYNNE_69,69
300699_2ELYNTP_69,69
300700_2FREEMN_69,69
300701_2GAINES_69,69
300702_2LADUE_69,69
300703_2LEETON_69,69
300704_2METZ_69,69
300705_2PECULR_69,69
300706_2PIPER_69,69
300707_2PL GAP_69,69
300708_2RICHHIL_69,69
300709_2SHARSNV_69,69
300711_2FAIRVIEW_69,69
300712_2RICHLND_69,69
300713_2BEARCK_69,69
300714_2BLUWTP_69,69
300715_2BLUWTR_69,69
300716_2BRANSN_69,69
300717_2CEDRCK_69,69
300718_5CLEVCOV_161,161
300719_5COMPTN_161,161
300720_2GRTNA_69,69
300721_2KMBRLN_69,69
300722_2LAKE-K_69,69
300723_2PARDIS_69,69
300725_2REEDSP_69,69
300726_5RIVRDL_161,161
300727_5ROARK_161,161
300728_2ROCKWY_69,69
300729_2SELMOR_69,69
300730_2SILDOL_69,69
300731_2SPARTA_69,69
300732_2SPOKAN_69,69
300733_2STONBR_69,69
300734_2STULTS_69,69
300735_2T.ROCK_69,69
300736_2TANYVL_69,69
300738_2RENOHLW_69,69
300739_7BLACKBERRY_345,345
300740_7SPORTSMAN_345,345
300741_5SPORTSMAN_161,161
300743_2ANDRSN_69,69
300744_2DMNDGR_69,69
300745_2DMNDTP_69,69
300746_2GOODMN_69,69
300747_2JANE_69,69
300748_2NEOSAC_69,69
300749_2CAVERNA_69,69
300750_2NEOSHO_69,69
300751_2REEDS_69,69
300752_2SARTGA_69,69
300753_2SIMS_69,69
300754_2SPGCTP_69,69
300755_2SPGCTY_69,69
300757_2SW CTY_69,69
300758_2SWTWT_69,69
300759_2WANDA_69,69
300760_2WLKRTP_69,69
300761_2WLKRVL_69,69
300762_2WNTWRT_69,69
300763_2WASHBRN_69,69
300764_2SPURGNTP_69,69
300765_2SPURGN_69,69
300766_5BRIGGSTP_161,161
300767_5BRIGGS_161,161
300768_2BNTNVL_69,69
300769_2STEELE_69,69
300770_2BUFFLO_69,69
300771_2CLQUOT_69,69
300772_2COFMAN_69,69
300773_2ELKTON_69,69
300774_2EUDORA_69,69
300775_2FAIRGR_69,69
300776_2FRSTOE_69,69
300777_2GRNVEW_69,69
300779_2J&7_69,69
300780_2KNOBBY_69,69
300781_2MARCH_69,69
300782_2MORGAN_69,69
300784_2NEMO_69,69
300785_2PLEAST_69,69
300786_2POLK_69,69
300787_2PTSBRG_69,69
300788_2SLAGLE_69,69
300789_2TRUMAN_69,69
300790_2WARSAW_69,69
300791_2WOODHL_69,69
300793_5HYDERHL_161,161
300794_5LAMAR_161,161
300795_4OOLOGAH_138,138
300797_2ARCOLA_69,69
300798_2HYDERHL_69,69
300799_2ARNICA_69,69
300800_2BONA_69,69
300801_2CEDRSP_69,69
300802_2CLARK_69,69
300804_2DAMSCUS_69,69
300805_5RIVERSIDE_161,161
300806_2ELDORD_69,69
300807_2ELDRCTY_69,69
300808_2ICON_69,69
300809_2ICONTP_69,69
300810_2MTZION_69,69
300811_2OSCEOL_69,69
300813_2TABORVL_69,69
300814_2WALKER_69,69
300815_2ELDORTP_69,69
300816_5COLLINS_161,161
300817_2OSCEOLA_69,69
300819_2CASSVL_69,69
300821_2JENKIN_69,69
300822_2MINSPG_69,69
300823_2NCASVL_69,69
300824_2SELIGM_69,69
300826_2WHEATN_69,69
300827_5SCROCKR_161,161
300829_2J6_69,69
300830_2SENECA_69,69
300831_2RGRSVL2_69,69
300832_5RGRSVL2_161,161
300833_2AGRA_69,69
300834_2CARNEY_69,69
300836_2CUSHING_69,69
300837_2KASTLE_69,69
300838_4STROUDDIST_138,138
300839_2MERIDAN_69,69
300840_2MULHALL_69,69
300841_2ORLANDO_69,69
300842_2PERKINS_69,69
300843_2PERRYKM_69,69
300844_4RAMSEY_138,138
300846_2STRODTP_69,69
300847_2STROUD_69,69
300850_2VALLEY_69,69
300854_2LANGSTN_69,69
300856_2LUTHER_69,69
300857_2ECOYLE_69,69
300858_5SMRSVLEST_161,161
300859_2BRUSHY_69,69
300860_2COAL N_69,69
300862_2ENTERPR_69,69
300863_2GARLDTP_69,69
300864_2ILINOTP_69,69
300865_2KEOTA_69,69
300866_2KEOTATP_69,69
300867_5LBRTYT_161,161
300869_5LIBRTY_161,161
300870_2LIMESTN_69,69
300871_2MARBLCT_69,69
300872_2NICUT_69,69
300873_2NILNOIS_69,69
300874_2SALISAW_69,69
300876_2STIGDST_69,69
300877_2STIGLER_69,69
300879_2VIAN_69,69
300880_2WEBFALS_69,69
300881_2SMRSVLEST_69,69
300886_2BALDHIL_69,69
300887_2BEGGS_69,69
300888_2BIXBY_69,69
300889_2BRIISTOW_69,69
300890_2BRISTW_69,69
300893_2CHECDST_69,69
300895_2CHECOTA_69,69
300896_2CHEROKE_69,69
300897_2GLENPOL_69,69
300898_2GYPSY_69,69
300899_2KEEFTON_69,69
300900_2KEFTNTP_69,69
300901_2KELYVIL_69,69
300902_2KIEFER_69,69
300904_2MORRIS_69,69
300905_2MUSK-SW_69,69
300906_2NUYAKA_69,69
300907_2OKEMAH_69,69
300908_2PIERCE_69,69
300909_2SALYBRN_69,69
300910_2SHAMROK_69,69
300911_2SUMMITK_69,69
300912_2TEXANNA_69,69
300913_2W-MUSKO_69,69
300914_4STROUD138_138,138
300915_4WARWICK_138,138
300917_5CABOOL_161,161
300920_2ALPINE_69,69
300922_2BURBANK_69,69
300923_2CEDARPT_69,69
300926_2CLEVDST_69,69
300927_2CLEVLND_69,69
300928_2DIXIE_69,69
300929_2FAIRFAX_69,69
300931_2FISHER_69,69
300934_2HALETTP_69,69
300935_2HISSOM_69,69
300936_2MANFORD_69,69
300937_2NAVLRES_69,69
300938_2OSAGE_K_69,69
300939_2PAWNEE_69,69
300940_2PAWYA_69,69
300943_2SILVCTY_69,69
300944_2SINNETT_69,69
300945_2YALE_69,69
300948_2SFORKK_69,69
300949_7JASPER_345,345
300950_5JASPER_161,161
300952_2OAKRIDG_69,69
300953_5HARRSBRG_161,161
300954_2RIZERVL_69,69
300955_2COWETA_69,69
300956_2FTGIBSN_69,69
300957_2GRENLEF_69,69
300958_2HIGHLND_69,69
300959_2KEYS_69,69
300960_2LOWERY_69,69
300962_2PEGGS_69,69
300963_2HULBERT_SW_69,69
300964_2PERK_69,69
300965_2PERKTAP_69,69
300966_2QUALLS_69,69
300967_2QUALSTP_69,69
300968_2SLEEPYH_69,69
300970_2SWAGONR_69,69
300971_2TAHLEQAW_69,69
300972_2WAGNERW_69,69
300973_2WHITETP_69,69
300974_2WHITHRN_69,69
300975_2HULBERT_69,69
300976_2GOODHP_69,69
300977_2BRISTOWTP_69,69
300978_2LEB. GOAB5B_69,69
300979_2LEB. GOAB6_69,69
300980_2BALDOR_69,69
300981_2COOKSON_69,69
300982_2NGREASY_69,69
300984_2TENKILR_69,69
300985_2TITANIC_69,69
300986_2TITANTP_69,69
300987_2WATTS_69,69
300988_2WESTVIL_69,69
300990_2LEB TAP_69,69
300991_2CHILDRS_69,69
300992_2COLINS_69,69
300993_5ELMCRK_161,161
300994_2GREEN_69,69
300995_2GREENTP_69,69
300996_4JAVINE_138,138
300997_5KETONVL_161,161
300998_2OWASSO_69,69
300999_2PRUE_69,69
301000_2RAMONA K_69,69
301001_2SCOFEYV_69,69
301002_2SEQUOYA_69,69
301003_2SKIATOK_69,69
301004_2SKIATTP_69,69
301005_2TALLANT_69,69
301006_2VERA_69,69
301009_2HAYDENT_69,69
301010_2HAYDEN_69,69
301012_2DARIEN_69,69
301013_2DRYFKSM_69,69
301014_2DUNN_69,69
301015_5ED SPG_161,161
301017_2HOUSTN_69,69
301018_2LICKNG_69,69
301019_2MONTAK_69,69
301020_2ROBY_69,69
301021_2ROLLAE_69,69
301022_2ROLLAS_69,69
301023_2ROLLAW_69,69
301024_2ROSATI_69,69
301025_2SAFE_69,69
301026_2SALEM2_69,69
301027_2SALEM3_69,69
301028_2SALEM4_69,69
301031_2SHTBND_69,69
301032_2SMRSVL_69,69
301033_2SOLO_69,69
301034_2STJAME_69,69
301035_2VETO_69,69
301036_2LCKNGTP_69,69
301037_2LICKNGN_69,69
301038_2RAMNDVT_69,69
301039_2RAMNDVL_69,69
301041_2BRUMLEY_69,69
301042_2BRSHCK_69,69
301043_2CAMDN1_69,69
301044_2CAMDN2_69,69
301048_2COFFMN_69,69
301050_2CONWY_69,69
301051_2ELDRDG_69,69
301052_2EXPLOR_69,69
301055_2FTWOOD1_69,69
301056_2GOSPLR_69,69
301057_5GRVSPG_161,161
301058_2HARTVL_69,69
301059_5HAUGH_161,161
301060_2HOOKER_69,69
301061_2HYDRO_69,69
301062_5LAKEVW_161,161
301063_5LAQUEY_161,161
301064_2LEB 1_69,69
301065_2LEB 2_69,69
301068_2LONGLN_69,69
301069_2MONTRL_69,69
301070_5ORLA_161,161
301071_2PBURG_69,69
301073_2RCHLNDTP_69,69
301074_2SOUTHD_69,69
301075_2STOUTL_69,69
301076_5WANSVL_161,161
301077_5WHISPR_161,161
301079_2COPELNDT_69,69
301080_2COPELND_69,69
301081_2SW_STA1_69,69
301082_2LEB. SUB1_69,69
301083_2LEB. SUB2_69,69
301084_2LEB. SUB5_69,69
301085_2LEB. SUB6_69,69
301086_2AVA_69,69
301088_2LEB. SUB7_69,69
301089_2GNSVL1_69,69
301090_2GNSVL2_69,69
301091_2PROTEM_69,69
301092_2SWEDEN_69,69
301093_2THEODS_69,69
301094_2WASOLA_69,69
301095_2LEB. SUB8_69,69
301096_2LEB. GOAB5_69,69
301097_2ALTON_69,69
301098_2BRCHTR_69,69
301099_2CAULFL_69,69
301101_2COUCH_69,69
301102_2CULL_69,69
301103_2DORA_69,69
301104_2EMINEN_69,69
301105_2GULF10_69,69
301106_2HENRYSM_69,69
301107_5KOSH_161,161
301108_2MTNVEW_69,69
301109_2OLDEN_69,69
301110_2POMONA_69,69
301111_2TECUMS_69,69
301113_2VANZNT_69,69
301114_2WILLSP_69,69
301115_2WINONA_69,69
301118_2WPLCTY_69,69
301121_2WSTPL1_69,69
301122_2WSTPL2_69,69
301123_2WSTPL3_69,69
301124_5COXCRK_161,161
301125_2TRASK_69,69
301128_5MTNGRV_161,161
301130_2EDITH_69,69
301131_2MCKSCK_69,69
301132_2ROACH_69,69
301135_2BEM_69,69
301136_5BOURBN_161,161
301138_2CUBA3_69,69
301141_2FANNING_69,69
301142_2HUFF_69,69
301143_2OWENSV_69,69
301144_4PRIDGE_138,138
301148_2STANTN_69,69
301149_5STEELV_161,161
301150_2SULVN1_69,69
301151_2SULVN2_69,69
301152_2SULVN3_69,69
301153_2SULVNTAP_69,69
301154_2PEARIDG_69,69
301156_2STANTNTIE_69,69
301157_2CODY_69,69
301158_2CONKLN_69,69
301159_5HOLMAN_161,161
301161_5LOGAN_161,161
301163_2MRSHFL_69,69
301164_2NMARSH_69,69
301165_2RGRSVL_69,69
301166_2FORDLND_69,69
301167_2FORDLDT_69,69
301168_2MANSFL_69,69
301171_2MTNGRV_69,69
301172_2NMANSF_69,69
301173_2NORWD_69,69
301174_2SEYMOR_69,69
301175_2MTNGRVN_69,69
301176_2EQULNTP_69,69
301177_2CROCKR_69,69
301178_2DIXON_69,69
301179_2IBERIA_69,69
301184_2MARIES_69,69
301185_2NDIXON_69,69
301186_2NEWBRG_69,69
301187_2MACDNIA_69,69
301188_2FTWOOD4_69,69
301189_2EQUILON_69,69
301190_2AID_69,69
301191_2AIDJCT_69,69
301192_2ARAB_69,69
301194_2ASHRVL_69,69
301195_2BRSLEY_69,69
301196_2CAMBEL_69,69
301197_2CURRNT_69,69
301200_2DONCTY_69,69
301201_2DONIPH_69,69
301202_2DONPHE_69,69
301203_2DONPHR_69,69
301204_2ELLSNR_69,69
301205_2FISK_69,69
301206_2GARWD_69,69
301207_2GRNFOR_69,69
301209_2HARVEL_69,69
301210_2HILLRD_69,69
301211_5HNDRKS_161,161
301212_2LEEPER_69,69
301214_2MALDEN_69,69
301215_2NAYLOR_69,69
301217_2OXLEY_69,69
301218_2PBSOUTH_69,69
301219_2POPBLF_69,69
301220_2POYNOR_69,69
301221_2PUXICO_69,69
301222_2QULIN_69,69
301223_2ROMBAR_69,69
301224_2TWNSHP_69,69
301225_2VANBUR_69,69
301226_2WAPELO_69,69
301227_2RIPLEY_69,69
301228_2DUDLEY_69,69
301229_5HAWKPT_161,161
301230_2FAIRDLG_69,69
301234_2MRSHFL3_69,69
301235_2ADVANC_69,69
301236_2ANNSTN_69,69
301237_2BLOOMF_69,69
301238_2DELTA_69,69
301239_2DOGWOD_69,69
301240_2FRISCO_69,69
301243_2IDALIA_69,69
301244_2IDALMA_69,69
301245_2KELLY_69,69
301246_2LILBRN_69,69
301247_2MATHWS_69,69
301248_2MOREHS_69,69
301249_2MOREJT_69,69
301250_2PARMA_69,69
301251_2VANDSR_69,69
301252_2WOLFIS_69,69
301253_2WYATT_69,69
301254_2MINER_69,69
301255_2MORLEY_69,69
301257_2ARDEOLA_69,69
301258_2ANAPLS_69,69
301259_1BIXBY_34.5,34.5
301260_2ELNGTN_69,69
301263_2FLETCH_69,69
301264_2GLOVER_69,69
301265_2GRNTVL_69,69
301266_2LUTSVL_69,69
301267_2MARQUA_69,69
301268_2MILLCK_69,69
301269_2MILLSP_69,69
301270_2OAKGVMA_69,69
301271_2PATRSN_69,69
301272_2PIEDMONT_69,69
301273_2PILOTK_69,69
301275_2REYNLD_69,69
301276_2SDGWKV_69,69
301277_2SILVA_69,69
301278_2SCOPUS_69,69
301279_2WHTWTR_69,69
301282_2BRFRDVL_69,69
301283_2FREDTN_69,69
301284_2BRISTWSW_69,69
301285_2AVONKN_69,69
301286_2BAELLS_69,69
301287_2BUCODA_69,69
301288_2DEERNG_69,69
301289_2DENTON_69,69
301291_2GIBSON_69,69
301292_2GIDEON_69,69
301293_2GIDJCT_69,69
301294_2KENNET_69,69
301295_2MPLEWD_69,69
301297_2FTWOOD3_69,69
301298_2FTWOOD2_69,69
301299_2FTWOOD5_69,69
301300_2FTWOOD145_69,69
301301_2FTWOOD2SW_69,69
301302_2FTWOODTIE_69,69
301303_2FTWOODCAP_69,69
301304_2FTWOODTP_69,69
301307_5PARK_161,161
301309_2FARLEY_69,69
301310_5REX_161,161
301315_2STEELV_69,69
301318_2THMINTP_69,69
301323_2RANACKER_69,69
301329_2EAGLESKY_69,69
301330_2EUROPA_69,69
301331_2PERSHING_69,69
301332_2RNCKRTAP_69,69
301333_2SPERRY_69,69
301334_2SPERYTP_69,69
301335_2ENBRIDGETP_69,69
301336_2ENBRIDGE_69,69
301337_2PRSHNGTP_69,69
301338_2TILSIT_69,69
301339_4SFORKKTP_138,138
301340_2LARABE_69,69
301341_2BUELL_69,69
301342_5BUTLER_161,161
301344_5CDRCRST_161,161
301345_2CDRCRST_69,69
301346_2MRSHFLD5_69,69
301347_5WINSLOW_161,161
301348_5CHOTEAU2_161,161
301349_2SULVN4_69,69
301352_2YANCYMLS_69,69
301356_1WINSLOW_34.5,34.5
301358_1WINSLOWG1_0.69,0.69
301360_2T.ROCKSW_69,69
301362_2LAMRLNDFL_69,69
301363_1LAMRLNDFL_4.16,4.16
301364_2CHILCTYB_69,69
301366_5AKINS_161,161
301367_5HURCNDECK_161,161
301368_5STRAFFORD_161,161
301369_4REMNGTON_138,138
301370_5TURKEYCRK_161,161
301372_4LUTHERD_138,138
301379_4OSAGEWIND_138,138
301380_1OSAGEWIND_34.5,34.5
301382_1OSAGEWINDG1_0.69,0.69
301394_2ROLLAJCT_69,69
301401_2TURKEYCRK_69,69
301402_5LOSTVALY_161,161
301403_2GREENTON_69,69
301404_2TABO_69,69
301406_8WNEWMADRID_500,500
301407_7WNEWMADRID_345,345
301409_2OTTUMWSW_69,69
301410_2STROUD138_69,69
301412_2PBNORTH_69,69
301413_2WILLIAMS_69,69
301414_2FTWOOD6_69,69
301415_2SKNKRVRTP_69,69
301422_2LEE_69,69
301425_4GLENCOE_138,138
301427_2MTPLSNTWYE1_69,69
301428_2MTPLSNTWYE2_69,69
301430_2CLEVLNDXFMR_69,69
301432_2CLARKTON_69,69
301433_2CIMARRON_69,69
301434_2PERRY2_69,69
301441_2WOODAL_69,69
301442_2ST_MARTINS_69,69
301443_5THMHLB4_161,161
301477_5OSCEOKC_161,161
512729_CLEVLND 4_138,138
547622_STK41STR_1,1
631216_WEVER5_161,161
600073_RVRFLSMG_69,69
603199_RIVFLSN7_115,115
605593_WESTBY 8_69,69
605594_BLKRVFL8_69,69
605595_NRCHMNM8_69,69
605596_SO FORK8_69,69
605597_BRF 4L59_69,69
605598_LINCNRD8_69,69
605599_NRCHMDE8_69,69
605600_GERMNHL8_69,69
680570_OAKD_DIST_69,69
693351_LINC T2T5 TP_138,138
693352_LINC T3T6 TP_138,138
693472_LINCOLN BUS2_13.2,13.2
693473_LINCOLN BUS3_13.2,13.2
693474_LINCOLN BUS4_13.2,13.2
693475_LINCOLN BUS5_13.2,13.2
693476_LINCOLN BUS6_13.2,13.2
693501_WALKER RISER_138,138
693502_WALKRTAP_138,138
693508_CEDAR RIDGE_138,138
693509_CEDAR RDGE_34.5,34.5
693510_CDR RDG WTG_0.6,0.6
693526_MILLCR_115,115
693527_MEWD CT_13.8,13.8
693528_FORDDRT_69,69
693529_FORDDR69_69,69
693534_VERONA_138,138
693537_MONTANA_138,138
693538_MONTANA_13.2,13.2
693539_BLUFFCRK_13.2,13.2
693541_DIDION_69,69
693544_MILWKE CTY T_138,138
693546_MILWKE CNTY3_138,138
693547_MILWKE CNTY4_13.2,13.2
693548_MILWKE CNTY1_138,138
693549_BLT GTW_138,138
693550_RC10 FULTON_69,69
693551_MILWKE CNTY6_13.2,13.2
693552_TOMAHAWK HY_24.94,24.94
693553_EASTOM F243_24.94,24.94
693557_TOMAHAWK HG_2.3,2.3
693562_LK DELTON TP_138,138
693563_ADAMS LINE61_69,69
693564_RICHFIELD_115,115
693570_ROSIERE-1_24.9,24.9
693572_ROSIERE CL1_24.9,24.9
693574_LINCOLN WTG_0.69,0.69
693575_RED RVR WTG_0.69,0.69
693577_ALEXANDR HY_2.3,2.3
693578_SC PHILP_69,69
693579_GRENFLD WTG_0.6,0.6
693580_CYPRESS_345,345
693581_CYPRES CLR1_34.5,34.5
693582_BLU SKY WTG_0.6,0.6
693584_POTTS AVE_138,138
693590_BLK 14_13.8,13.8
693591_BLD14-1_13.8,13.8
693592_BLD14-2_13.8,13.8
693593_HIGH FLS HG_2.3,2.3
693594_WAUSAU HG_4.16,4.16
693595_CSP 14_12.47,12.47
693596_ECA14-1_13.8,13.8
693597_ECA14-2_13.8,13.8
693598_ETN14-1_13.8,13.8
693599_ETN14-2_13.8,13.8
693600_FEM14-3_13.8,13.8
693601_FEM14-4_13.8,13.8
693604_GWY 14_13.8,13.8
693606_HKP 14-2_13.8,13.8
693608_NSP 14-2_13.8,13.8
693609_PFL14-1_13.8,13.8
693610_PHB 14_13.8,13.8
693611_PHB 14-2_13.8,13.8
693612_RYS 14_13.8,13.8
693613_RKN14-1_13.8,13.8
693614_RKN14-2_13.8,13.8
693615_SPR 14_13.8,13.8
693616_MERRILL HY_2.3,2.3
693618_WLT14-1_13.8,13.8
693619_WLT14-2_13.8,13.8
693620_WLT14-3_13.8,13.8
693622_WPT 14_13.8,13.8
693623_WTN14-1_13.8,13.8
693624_WTN14-2_13.8,13.8
693625_WGA14-1_13.8,13.8
693626_WGA14-4_13.8,13.8
693628_TKY14-2_13.8,13.8
693629_THNDR2 24.9_24.94,24.94
693631_OAK RDG1_13.8,13.8
693632_SPR14-2_13.8,13.8
693633_AMN14-1_13.8,13.8
693647_BERRYVILLE_138,138
693648_BERRYVILLE_24.9,24.9
693649_SANDSTON_6.9,6.9
693650_GRFTHR F_46,46
693651_OAKRIDGE_138,138
693656_BIGBAY_138,138
693657_WICK DRIV_WI_69,69
693660_STM N TP2_69,69
693661_STM E TP_69,69
693662_STM N TP_69,69
693663_STM S TP_69,69
693670_EASY ST_69,69
693671_EASY ST TAP_69,69
693676_ERG T11_345,345
693679_CYPRES DVAR_34.5,34.5
693685_CDR RG CLR1_34.5,34.5
693687_CDR R DSTAT_34.5,34.5
693698_GLR HL WTG1_0.69,0.69
693699_GLR HL CLR1_34.5,34.5
693700_STAFF_138,138
693701_GARDEN CRNRS_138,138
693702_GDN WND SUB_138,138
693703_GDN WND CLR_34.5,34.5
693704_GDN WND WTG_0.69,0.69
693705_GDN WND CL3_34.5,34.5
693706_GDN WD WTG3_0.69,0.69
693707_GDN CTY WND_34.5,34.5
693708_BUTLER 5_24.9,24.9
693709_BUTLER 6_24.9,24.9
693710_GENEVA_138,138
693711_GENEVA_69,69
693713_GDN CTY WD2_34.5,34.5
693714_REC REDHAWK_69,69
693715_GDN WD WTG2_0.69,0.69
693716_CRNBRY F244_24.94,24.94
693718_BARLAND T1_24.9,24.9
693720_BARLAND_138,138
693725_DIK 12.47_12.47,12.47
693727_UTL 12.47_12.47,12.47
693728_BRW 12.47_12.47,12.47
693729_NB VIL_13.2,13.2
693730_NB VIL G_2.4,2.4
693731_SHORWD 1_138,138
693732_SHORWD 5_13.2,13.2
693733_REDHAWK TAP_69,69
693737_GREENLEAF_138,138
693755_G551_TAP_34.5,34.5
693756_G551-G1_34.5,34.5
693757_ACKLEY_115,115
693760_AHL7_12.47,12.47
693761_AGA TAP_69,69
693766_VINBURN_69,69
693768_MACKNC S R21_138,138
693769_MACKNC S R41_138,138
693770_BIOMASS_46,46
693771_ROTHCH GEN_13.8,13.8
693772_SHIRAS PT5A_12.47,12.47
693773_SHIRAS PT5B_13.8,13.8
693774_SHIRAS PLT5_69,69
693775_DIESEL 4 CT_12.47,12.47
693777_HYDRO PLT2_69,69
693778_HYDRO 2 PLT_12.47,12.47
693779_HYDRO MBLP_7.8,7.8
693781_STS TER1_13.8,13.8
693782_STS TER2_13.8,13.8
693783_JUNEAU J31_13.8,13.8
693784_GRFTHR F G1_6.9,6.9
693785_GRFTHR F G2_6.9,6.9
693786_PETENWEL HG_6.9,6.9
693787_ISLAND ST PP_13.8,13.8
693788_ELM STRET PP_12,12
693789_KAU_RCP HY_2.4,2.4
693790_KAU_CITY HY1_2.4,2.4
693791_KAU_CITY HY2_2.4,2.4
693792_KAU LCP HY_2.4,2.4
693793_KAU CLP HY_4.16,4.16
693811_ALBERS6_24.9,24.9
693815_DU BAY HG_4.16,4.16
693816_ST POINT HG_2.4,2.4
693817_ST POINT G1_4.16,4.16
693818_HOT POND G2_13.8,13.8
693819_BIRON ST G1_13.2,13.2
693820_BIRON ST G3_2.4,2.4
693821_BIRON ST G4_4.16,4.16
693822_BIRON PM G5_13.2,13.2
693823_KRAFT K1_13.8,13.8
693824_KRAFT K2_13.8,13.8
693835_MUSCODA I PK_69,69
693836_ALGOMA S TAP_69,69
693837_ALGOMA SOUTH_69,69
693856_JUNEAU TAP1_69,69
693857_JUN IND TAP2_69,69
693858_JUN IND TAP1_69,69
693859_JUN DWNTN TP_69,69
693860_JUN NSD TP_69,69
693861_JUNEAU IND P_69,69
693862_JUNEAU NSD_69,69
693863_EDEN 345_345,345
693878_PULLIAM SE_138,138
693879_PULLIAM WPS_138,138
693880_WARRNS T_69,69
693881_WARRENS_69,69
693882_PULLIAM STH_138,138
693883_PULLIAM WST_138,138
693884_PULLIAM NTH_138,138
693885_A16CALAMUS T_69,69
693886_A16 CALAMUS_69,69
693889_WALLY RD_69,69
693890_BOC_138,138
693891_SIS24_24.9,24.9
693895_SBU MICH ST_69,69
693896_GR RAPD1_2.4,2.4
693897_INGALS 1_24.9,24.9
693898_INGALS 2_24.9,24.9
693899_GR RAPD2_2.4,2.4
693901_COL AQCS 1A_13.8,13.8
693902_COL AQCS 2A_13.8,13.8
693903_COL AQCS 1B_13.8,13.8
693904_COL AQCS 2B_13.8,13.8
693910_JOHNS 69_69,69
693914_HUISKAMP_138,138
693916_MENOMINEE_138,138
693918_PLATTE_69,69
693921_COLMBS S_69,69
693926_LCI 14_13.8,13.8
693930_SUN VL T_69,69
693931_HAWK ALT_138,138
693932_BIRON HY G3_0.48,0.48
693933_BIRON ST_2.4,2.4
693934_BIRON ST_13.2,13.2
693935_WR HYDRO_2.4,2.4
693936_WIS RVR_2.4,2.4
693938_SUN VLLY_69,69
693939_HAWK_138,138
693941_FRIES138_138,138
693947_SCHOFLD_69,69
693948_RICHMOND_69,69
693949_COBB69_69,69
693950_SCHOTAP_69,69
693952_FTPRARIE_138,138
693953_ARLNGTN_69,69
693954_WYOCENA_69,69
693955_FAIRWTR_69,69
693957_WAUPUN_MUNI_69,69
693958_WAN_WSD TAP_69,69
693959_WAN_WESTSIDE_69,69
693960_WAN_PRSN TAP_69,69
693961_WAN_PRISON_69,69
693962_WAN_SOUTH TP_69,69
693963_WAN_SOUTH_69,69
693964_WAN_COMTC TP_69,69
693965_WAN_COMTECH_69,69
693966_MKN PCC_N_138,138
693967_MKN PCC_S_138,138
693968_MKN INTCOV_N_87,87
693969_MKN INTCOV_S_87,87
693970_MKN COV_N_87,87
693971_MKN COV_S_87,87
693972_UNION TL_69,69
693989_SKLLT RV_69,69
693991_VIENNA_138,138
693992_AMERCNTR_138,138
693993_CUCST_69,69
693994_CUBA CITY S_69,69
693999_HYW151 69_69,69
694000_ARPIN B1_345,345
694002_ARPIN B3_345,345
694003_ARPIN B4_345,345
694004_CEDRSAUK B1_345,345
694005_CEDRSAUK B2_345,345
694007_CEDRSAUK B4_345,345
694008_EDG  BUS1_345,345
694009_EDG  BUS2_345,345
694010_EDG  BUS3_345,345
694011_EDG  BUS G4_345,345
694012_EDG  BUS G5_345,345
694014_FORST JT B1_345,345
694015_FORST JT B2_345,345
694016_FORST JT B3_345,345
694018_FORST JT B5_345,345
694019_FORST JT B6_345,345
694020_FORST JT B7_345,345
694022_FOXRIVER B1_345,345
694023_FOXRIVER B2_345,345
694024_FOXRIVER B3_345,345
694025_FOXRIVER B4_345,345
694026_FOXRIVER B5_345,345
694027_FOXRIVER B6_345,345
694028_HIWAY 22 B1_345,345
694029_HIWAY 22 B2_345,345
694030_HIWAY 22 B3_345,345
694032_MORGAN B1_345,345
694033_MORGAN B2_345,345
694034_MORGAN B3_345,345
694035_MORGAN B4_345,345
694036_MORGASTR_1,1
694046_PLAINS B1_345,345
694047_PLAINS B2_345,345
694048_PLAINS B3_345,345
694052_ROE BUS 1_345,345
694053_ROE BUS 2_345,345
694054_ROE BUS 3_345,345
694055_ROE 2322-L_345,345
694057_ROE 2321-L_345,345
694058_ROE 6188-L_345,345
694060_ROE 6181-L_345,345
694061_ROCKY RN B1_345,345
694062_ROCKY RN B2_345,345
694064_ROCKY RN B4_345,345
694065_ROCKY RN BV_345,345
694066_ROCKY RN B6_345,345
694068_ROCKY RN B8_345,345
694069_SFL 345 B1_345,345
694070_SFL 345 B2_345,345
694071_SFL 345 B3_345,345
694072_SFL 345 B4_345,345
694075_STONE LK B1_345,345
694076_STONE LK B2_345,345
694077_STONE LK B3_345,345
694078_STONE LK B4_345,345
694079_WERNER W B1_345,345
694080_WERNER W B2_345,345
694082_WERNER W B4_345,345
694084_WERNER W B6_345,345
694097_NMA B1 345_345,345
694098_NMA B5 345_345,345
694099_NMA B6 345_345,345
694100_NMA B2 345_345,345
694101_NMA B4 345_345,345
694102_NMA B3 345_345,345
694103_ROE BUS2_138,138
